ds,category,sub_category,y
2017-08-24,Office Supplies,Binders,29
2017-08-24,Office Supplies,Paper,10
2017-08-25,Furniture,Bookcases,131
2017-08-25,Office Supplies,Art,10
2017-08-25,Office Supplies,Paper,195
2017-08-25,Office Supplies,Storage,26
2017-08-26,Furniture,Furnishings,65
2017-08-26,Office Supplies,Storage,54
2017-08-26,Technology,Accessories,72
2017-08-27,Furniture,Chairs,230
2017-08-27,Furniture,Furnishings,319
2017-08-27,Furniture,Tables,1488
2017-08-27,Office Supplies,Appliances,336
2017-08-27,Office Supplies,Art,6
2017-08-27,Office Supplies,Binders,879
2017-08-27,Office Supplies,Envelopes,3
2017-08-27,Office Supplies,Paper,134
2017-08-27,Office Supplies,Storage,419
2017-08-27,Office Supplies,Supplies,28
2017-08-27,Technology,Accessories,1120
2017-08-27,Technology,Copiers,880
2017-08-27,Technology,Phones,348
2017-08-28,Furniture,Tables,1138
2017-08-28,Office Supplies,Appliances,92
2017-08-28,Office Supplies,Art,6
2017-08-28,Office Supplies,Binders,100
2017-08-28,Office Supplies,Paper,52
2017-08-28,Office Supplies,Supplies,22
2017-08-28,Technology,Phones,35
2017-08-29,Furniture,Furnishings,148
2017-08-29,Office Supplies,Art,9
2017-08-29,Office Supplies,Binders,3
2017-08-29,Office Supplies,Labels,47
2017-08-29,Office Supplies,Storage,27
2017-08-31,Furniture,Chairs,570
2017-08-31,Office Supplies,Appliances,639
2017-08-31,Office Supplies,Binders,7
2017-08-31,Office Supplies,Fasteners,8
2017-08-31,Office Supplies,Paper,230
2017-08-31,Office Supplies,Storage,355
2017-08-31,Office Supplies,Supplies,6
2017-08-31,Technology,Accessories,660
2017-08-31,Technology,Phones,689
2017-09-01,Furniture,Chairs,498
2017-09-01,Furniture,Furnishings,115
2017-09-01,Furniture,Tables,284
2017-09-01,Office Supplies,Appliances,315
2017-09-01,Office Supplies,Art,8
2017-09-01,Office Supplies,Binders,23
2017-09-01,Technology,Accessories,20
2017-09-02,Furniture,Chairs,1498
2017-09-02,Furniture,Furnishings,539
2017-09-02,Furniture,Tables,492
2017-09-02,Office Supplies,Appliances,62
2017-09-02,Office Supplies,Art,44
2017-09-02,Office Supplies,Binders,1771
2017-09-02,Office Supplies,Fasteners,16
2017-09-02,Office Supplies,Labels,105
2017-09-02,Office Supplies,Paper,256
2017-09-02,Office Supplies,Storage,599
2017-09-02,Technology,Accessories,2376
2017-09-02,Technology,Phones,1600
2017-09-03,Furniture,Bookcases,240
2017-09-03,Furniture,Chairs,273
2017-09-03,Furniture,Furnishings,108
2017-09-03,Office Supplies,Art,12
2017-09-03,Office Supplies,Binders,126
2017-09-03,Office Supplies,Envelopes,24
2017-09-03,Office Supplies,Paper,428
2017-09-03,Technology,Accessories,386
2017-09-04,Furniture,Bookcases,825
2017-09-04,Furniture,Chairs,97
2017-09-04,Furniture,Tables,2800
2017-09-04,Office Supplies,Art,68
2017-09-04,Office Supplies,Binders,631
2017-09-04,Office Supplies,Fasteners,15
2017-09-04,Office Supplies,Paper,53
2017-09-04,Office Supplies,Storage,710
2017-09-04,Technology,Accessories,111
2017-09-04,Technology,Phones,49
2017-09-05,Office Supplies,Art,75
2017-09-05,Office Supplies,Paper,16
2017-09-05,Office Supplies,Storage,147
2017-09-05,Technology,Accessories,90
2017-09-07,Furniture,Chairs,162
2017-09-07,Furniture,Furnishings,309
2017-09-07,Office Supplies,Appliances,82
2017-09-07,Office Supplies,Art,26
2017-09-07,Office Supplies,Binders,1586
2017-09-07,Office Supplies,Envelopes,5
2017-09-07,Office Supplies,Labels,29
2017-09-07,Office Supplies,Paper,146
2017-09-07,Office Supplies,Storage,516
2017-09-07,Technology,Accessories,407
2017-09-07,Technology,Phones,583
2017-09-08,Furniture,Chairs,213
2017-09-08,Furniture,Furnishings,21
2017-09-08,Furniture,Tables,766
2017-09-08,Office Supplies,Binders,43
2017-09-08,Office Supplies,Fasteners,46
2017-09-08,Office Supplies,Paper,21
2017-09-08,Office Supplies,Storage,127
2017-09-08,Technology,Accessories,211
2017-09-08,Technology,Copiers,320
2017-09-08,Technology,Phones,417
2017-09-09,Furniture,Chairs,385
2017-09-09,Furniture,Furnishings,97
2017-09-09,Office Supplies,Appliances,11
2017-09-09,Office Supplies,Art,38
2017-09-09,Office Supplies,Binders,19
2017-09-09,Office Supplies,Envelopes,17
2017-09-09,Office Supplies,Labels,28
2017-09-09,Office Supplies,Paper,263
2017-09-09,Office Supplies,Storage,1043
2017-09-09,Office Supplies,Supplies,9
2017-09-09,Technology,Accessories,515
2017-09-09,Technology,Phones,1932
2017-09-10,Furniture,Chairs,362
2017-09-10,Office Supplies,Appliances,58
2017-09-10,Office Supplies,Art,15
2017-09-10,Office Supplies,Binders,803
2017-09-10,Office Supplies,Paper,129
2017-09-10,Office Supplies,Storage,286
2017-09-10,Technology,Accessories,447
2017-09-10,Technology,Phones,407
2017-09-11,Furniture,Chairs,2232
2017-09-11,Furniture,Furnishings,67
2017-09-11,Furniture,Tables,512
2017-09-11,Office Supplies,Appliances,673
2017-09-11,Office Supplies,Binders,1472
2017-09-11,Office Supplies,Envelopes,22
2017-09-11,Office Supplies,Fasteners,25
2017-09-11,Office Supplies,Paper,338
2017-09-11,Technology,Phones,224
2017-09-12,Furniture,Furnishings,8
2017-09-12,Office Supplies,Appliances,91
2017-09-12,Office Supplies,Binders,46
2017-09-12,Office Supplies,Paper,346
2017-09-13,Office Supplies,Art,16
2017-09-14,Furniture,Chairs,702
2017-09-14,Furniture,Furnishings,128
2017-09-14,Office Supplies,Appliances,943
2017-09-14,Office Supplies,Art,101
2017-09-14,Office Supplies,Binders,22
2017-09-14,Office Supplies,Labels,57
2017-09-14,Office Supplies,Paper,114
2017-09-14,Office Supplies,Storage,71
2017-09-14,Technology,Accessories,896
2017-09-14,Technology,Machines,254
2017-09-14,Technology,Phones,1080
2017-09-15,Furniture,Bookcases,783
2017-09-15,Furniture,Chairs,916
2017-09-15,Furniture,Furnishings,613
2017-09-15,Furniture,Tables,301
2017-09-15,Office Supplies,Appliances,109
2017-09-15,Office Supplies,Art,159
2017-09-15,Office Supplies,Binders,2897
2017-09-15,Office Supplies,Paper,196
2017-09-15,Office Supplies,Storage,121
2017-09-15,Technology,Accessories,60
2017-09-15,Technology,Phones,1130
2017-09-16,Furniture,Furnishings,23
2017-09-16,Office Supplies,Art,6
2017-09-16,Office Supplies,Binders,541
2017-09-16,Office Supplies,Envelopes,18
2017-09-16,Office Supplies,Fasteners,18
2017-09-16,Office Supplies,Paper,51
2017-09-16,Technology,Accessories,138
2017-09-16,Technology,Phones,56
2017-09-17,Furniture,Bookcases,1293
2017-09-17,Furniture,Chairs,1042
2017-09-17,Office Supplies,Art,10
2017-09-17,Office Supplies,Binders,55
2017-09-17,Office Supplies,Labels,14
2017-09-17,Office Supplies,Paper,284
2017-09-17,Office Supplies,Storage,296
2017-09-17,Technology,Accessories,90
2017-09-17,Technology,Machines,480
2017-09-17,Technology,Phones,1416
2017-09-18,Furniture,Furnishings,30
2017-09-18,Office Supplies,Art,132
2017-09-18,Office Supplies,Binders,10
2017-09-18,Office Supplies,Envelopes,126
2017-09-18,Office Supplies,Paper,524
2017-09-18,Office Supplies,Storage,48
2017-09-18,Office Supplies,Supplies,34
2017-09-18,Technology,Accessories,101
2017-09-18,Technology,Phones,508
2017-09-19,Furniture,Bookcases,73
2017-09-19,Furniture,Furnishings,409
2017-09-19,Office Supplies,Art,99
2017-09-19,Office Supplies,Binders,23
2017-09-19,Office Supplies,Paper,32
2017-09-19,Office Supplies,Storage,109
2017-09-19,Technology,Accessories,240
2017-09-19,Technology,Phones,664
2017-09-20,Furniture,Chairs,5496
2017-09-20,Office Supplies,Binders,12
2017-09-20,Office Supplies,Fasteners,4
2017-09-20,Office Supplies,Paper,53
2017-09-20,Office Supplies,Storage,45
2017-09-20,Technology,Accessories,346
2017-09-20,Technology,Phones,1405
2017-09-21,Office Supplies,Appliances,80
2017-09-21,Office Supplies,Binders,34
2017-09-21,Office Supplies,Paper,56
2017-09-21,Office Supplies,Storage,16
2017-09-21,Technology,Accessories,152
2017-09-22,Furniture,Bookcases,242
2017-09-22,Furniture,Furnishings,12
2017-09-22,Office Supplies,Art,18
2017-09-22,Office Supplies,Binders,782
2017-09-22,Office Supplies,Envelopes,13
2017-09-22,Office Supplies,Labels,28
2017-09-22,Office Supplies,Paper,260
2017-09-22,Office Supplies,Storage,67
2017-09-22,Office Supplies,Supplies,4686
2017-09-22,Technology,Accessories,1284
2017-09-22,Technology,Phones,479
2017-09-23,Furniture,Bookcases,181
2017-09-23,Furniture,Chairs,595
2017-09-23,Furniture,Furnishings,29
2017-09-23,Office Supplies,Appliances,354
2017-09-23,Office Supplies,Binders,106
2017-09-23,Office Supplies,Envelopes,14
2017-09-23,Office Supplies,Paper,506
2017-09-23,Office Supplies,Storage,31
2017-09-23,Technology,Accessories,540
2017-09-23,Technology,Phones,40
2017-09-24,Furniture,Chairs,1124
2017-09-24,Furniture,Furnishings,303
2017-09-24,Office Supplies,Art,27
2017-09-24,Office Supplies,Binders,55
2017-09-24,Office Supplies,Labels,252
2017-09-24,Office Supplies,Paper,42
2017-09-24,Office Supplies,Storage,56
2017-09-24,Office Supplies,Supplies,7
2017-09-24,Technology,Accessories,746
2017-09-24,Technology,Machines,506
2017-09-24,Technology,Phones,3333
2017-09-25,Furniture,Chairs,759
2017-09-25,Furniture,Furnishings,47
2017-09-25,Office Supplies,Art,17
2017-09-25,Office Supplies,Binders,17
2017-09-25,Office Supplies,Envelopes,24
2017-09-25,Office Supplies,Labels,21
2017-09-25,Office Supplies,Storage,218
2017-09-25,Office Supplies,Supplies,191
2017-09-25,Technology,Accessories,120
2017-09-26,Furniture,Chairs,419
2017-09-26,Furniture,Furnishings,9
2017-09-26,Office Supplies,Art,2
2017-09-26,Office Supplies,Binders,948
2017-09-26,Office Supplies,Envelopes,72
2017-09-26,Office Supplies,Paper,36
2017-09-28,Furniture,Furnishings,42
2017-09-28,Office Supplies,Appliances,210
2017-09-28,Office Supplies,Binders,80
2017-09-28,Office Supplies,Paper,24
2017-09-28,Office Supplies,Storage,147
2017-09-28,Office Supplies,Supplies,2
2017-09-28,Technology,Accessories,54
2017-09-29,Furniture,Chairs,137
2017-09-29,Furniture,Furnishings,73
2017-09-29,Furniture,Tables,344
2017-09-29,Office Supplies,Appliances,98
2017-09-29,Office Supplies,Art,99
2017-09-29,Office Supplies,Binders,47
2017-09-29,Office Supplies,Envelopes,59
2017-09-29,Office Supplies,Fasteners,35
2017-09-29,Office Supplies,Labels,8
2017-09-29,Office Supplies,Paper,76
2017-09-29,Office Supplies,Storage,295
2017-09-29,Office Supplies,Supplies,97
2017-09-29,Technology,Accessories,240
2017-09-29,Technology,Machines,337
2017-09-30,Office Supplies,Appliances,4
2017-09-30,Office Supplies,Binders,12
2017-09-30,Office Supplies,Labels,21
2017-09-30,Office Supplies,Paper,345
2017-09-30,Technology,Accessories,160
2017-10-01,Furniture,Chairs,560
2017-10-01,Office Supplies,Appliances,242
2017-10-01,Office Supplies,Art,7
2017-10-01,Office Supplies,Binders,144
2017-10-01,Office Supplies,Paper,216
2017-10-01,Technology,Accessories,105
2017-10-01,Technology,Machines,1705
2017-10-02,Furniture,Bookcases,218
2017-10-02,Furniture,Furnishings,227
2017-10-02,Furniture,Tables,2314
2017-10-02,Office Supplies,Appliances,37
2017-10-02,Office Supplies,Art,152
2017-10-02,Office Supplies,Binders,257
2017-10-02,Office Supplies,Fasteners,9
2017-10-02,Office Supplies,Paper,70
2017-10-02,Office Supplies,Storage,1575
2017-10-02,Office Supplies,Supplies,39
2017-10-02,Technology,Machines,369
2017-10-02,Technology,Phones,151
2017-10-03,Furniture,Furnishings,84
2017-10-03,Furniture,Tables,171
2017-10-03,Office Supplies,Appliances,18
2017-10-03,Office Supplies,Art,28
2017-10-03,Office Supplies,Binders,1794
2017-10-03,Office Supplies,Paper,16
2017-10-03,Office Supplies,Storage,23
2017-10-03,Technology,Accessories,372
2017-10-04,Furniture,Furnishings,20
2017-10-05,Furniture,Chairs,656
2017-10-05,Furniture,Furnishings,73
2017-10-05,Furniture,Tables,206
2017-10-05,Office Supplies,Appliances,16
2017-10-05,Office Supplies,Binders,136
2017-10-05,Office Supplies,Fasteners,15
2017-10-05,Office Supplies,Paper,62
2017-10-05,Technology,Accessories,64
2017-10-05,Technology,Machines,5200
2017-10-05,Technology,Phones,257
2017-10-06,Furniture,Furnishings,42
2017-10-06,Office Supplies,Appliances,228
2017-10-06,Office Supplies,Art,28
2017-10-06,Office Supplies,Paper,246
2017-10-06,Office Supplies,Storage,635
2017-10-06,Technology,Accessories,320
2017-10-07,Furniture,Bookcases,308
2017-10-07,Furniture,Tables,155
2017-10-07,Office Supplies,Binders,54
2017-10-07,Office Supplies,Fasteners,19
2017-10-07,Office Supplies,Storage,667
2017-10-07,Technology,Accessories,1116
2017-10-07,Technology,Phones,431
2017-10-08,Furniture,Chairs,146
2017-10-08,Office Supplies,Storage,84
2017-10-08,Technology,Accessories,276
2017-10-08,Technology,Phones,103
2017-10-09,Furniture,Bookcases,314
2017-10-09,Furniture,Chairs,254
2017-10-09,Furniture,Furnishings,46
2017-10-09,Furniture,Tables,719
2017-10-09,Office Supplies,Art,67
2017-10-09,Office Supplies,Binders,31
2017-10-09,Office Supplies,Paper,65
2017-10-10,Furniture,Chairs,239
2017-10-12,Furniture,Bookcases,2155
2017-10-12,Furniture,Chairs,255
2017-10-12,Furniture,Furnishings,40
2017-10-12,Furniture,Tables,673
2017-10-12,Office Supplies,Art,6
2017-10-12,Office Supplies,Binders,182
2017-10-12,Office Supplies,Fasteners,18
2017-10-12,Office Supplies,Paper,28
2017-10-12,Technology,Accessories,1909
2017-10-12,Technology,Phones,370
2017-10-13,Furniture,Furnishings,10
2017-10-13,Furniture,Tables,1505
2017-10-13,Office Supplies,Appliances,905
2017-10-13,Office Supplies,Binders,5181
2017-10-13,Office Supplies,Labels,36
2017-10-13,Office Supplies,Paper,119
2017-10-13,Office Supplies,Storage,409
2017-10-13,Technology,Accessories,210
2017-10-13,Technology,Phones,32
2017-10-14,Furniture,Furnishings,9
2017-10-14,Office Supplies,Binders,78
2017-10-14,Technology,Accessories,46
2017-10-15,Furniture,Furnishings,23
2017-10-15,Furniture,Tables,510
2017-10-15,Office Supplies,Art,100
2017-10-15,Office Supplies,Labels,181
2017-10-15,Office Supplies,Paper,205
2017-10-16,Furniture,Furnishings,547
2017-10-16,Furniture,Tables,1875
2017-10-16,Office Supplies,Binders,125
2017-10-16,Office Supplies,Paper,308
2017-10-16,Technology,Accessories,19
2017-10-16,Technology,Machines,600
2017-10-17,Office Supplies,Art,11
2017-10-17,Office Supplies,Paper,13
2017-10-17,Office Supplies,Storage,50
2017-10-17,Technology,Phones,53
2017-10-19,Furniture,Bookcases,328
2017-10-19,Furniture,Furnishings,88
2017-10-19,Furniture,Tables,115
2017-10-19,Office Supplies,Art,123
2017-10-19,Office Supplies,Binders,1675
2017-10-19,Office Supplies,Envelopes,9
2017-10-19,Office Supplies,Labels,32
2017-10-19,Office Supplies,Paper,53
2017-10-19,Office Supplies,Storage,33
2017-10-19,Technology,Phones,327
2017-10-20,Furniture,Furnishings,44
2017-10-20,Furniture,Tables,284
2017-10-20,Office Supplies,Art,17
2017-10-20,Office Supplies,Binders,167
2017-10-20,Office Supplies,Labels,29
2017-10-20,Office Supplies,Paper,107
2017-10-20,Office Supplies,Storage,670
2017-10-20,Technology,Phones,16
2017-10-21,Furniture,Chairs,1162
2017-10-21,Furniture,Furnishings,46
2017-10-21,Furniture,Tables,262
2017-10-21,Office Supplies,Appliances,186
2017-10-21,Office Supplies,Art,18
2017-10-21,Office Supplies,Binders,76
2017-10-21,Office Supplies,Paper,9
2017-10-21,Office Supplies,Storage,980
2017-10-21,Technology,Accessories,28
2017-10-21,Technology,Phones,1770
2017-10-22,Furniture,Chairs,579
2017-10-22,Furniture,Tables,426
2017-10-22,Office Supplies,Art,36
2017-10-22,Office Supplies,Binders,3
2017-10-22,Office Supplies,Envelopes,96
2017-10-22,Office Supplies,Storage,333
2017-10-22,Technology,Copiers,11200
2017-10-22,Technology,Phones,2486
2017-10-23,Furniture,Furnishings,315
2017-10-23,Furniture,Tables,879
2017-10-23,Office Supplies,Appliances,2
2017-10-23,Office Supplies,Art,10
2017-10-23,Office Supplies,Binders,14
2017-10-23,Office Supplies,Paper,81
2017-10-23,Office Supplies,Storage,273
2017-10-23,Technology,Accessories,55
2017-10-23,Technology,Phones,1724
2017-10-24,Furniture,Tables,517
2017-10-24,Office Supplies,Fasteners,12
2017-10-26,Furniture,Tables,357
2017-10-26,Office Supplies,Binders,114
2017-10-26,Office Supplies,Envelopes,252
2017-10-26,Office Supplies,Labels,21
2017-10-26,Office Supplies,Storage,56
2017-10-26,Technology,Accessories,20
2017-10-26,Technology,Phones,181
2017-10-27,Furniture,Bookcases,557
2017-10-27,Furniture,Tables,190
2017-10-27,Office Supplies,Art,14
2017-10-27,Office Supplies,Binders,6
2017-10-27,Office Supplies,Envelopes,16
2017-10-27,Office Supplies,Paper,110
2017-10-27,Technology,Phones,195
2017-10-28,Furniture,Furnishings,78
2017-10-28,Office Supplies,Envelopes,48
2017-10-28,Office Supplies,Labels,22
2017-10-28,Office Supplies,Paper,64
2017-10-28,Office Supplies,Storage,147
2017-10-28,Technology,Accessories,50
2017-10-29,Office Supplies,Paper,47
2017-10-30,Furniture,Bookcases,200
2017-10-30,Furniture,Chairs,818
2017-10-30,Furniture,Furnishings,33
2017-10-30,Furniture,Tables,251
2017-10-30,Office Supplies,Appliances,1702
2017-10-30,Office Supplies,Art,20
2017-10-30,Office Supplies,Binders,103
2017-10-30,Office Supplies,Labels,74
2017-10-30,Office Supplies,Paper,28
2017-10-30,Office Supplies,Storage,171
2017-10-30,Office Supplies,Supplies,35
2017-10-30,Technology,Accessories,442
2017-10-30,Technology,Phones,148
2017-10-31,Office Supplies,Art,5
2017-10-31,Office Supplies,Envelopes,10
2017-10-31,Technology,Phones,509
2017-11-01,Furniture,Tables,2666
2017-11-01,Office Supplies,Binders,25
2017-11-01,Office Supplies,Paper,231
2017-11-02,Furniture,Chairs,1131
2017-11-02,Furniture,Furnishings,28
2017-11-02,Office Supplies,Appliances,272
2017-11-02,Office Supplies,Art,97
2017-11-02,Office Supplies,Binders,590
2017-11-02,Office Supplies,Envelopes,91
2017-11-02,Office Supplies,Fasteners,24
2017-11-02,Office Supplies,Paper,55
2017-11-02,Office Supplies,Storage,513
2017-11-02,Office Supplies,Supplies,385
2017-11-02,Technology,Accessories,2250
2017-11-02,Technology,Phones,859
2017-11-03,Furniture,Chairs,307
2017-11-03,Furniture,Furnishings,57
2017-11-03,Furniture,Tables,2159
2017-11-03,Office Supplies,Art,56
2017-11-03,Office Supplies,Binders,34
2017-11-03,Office Supplies,Labels,27
2017-11-03,Office Supplies,Paper,238
2017-11-03,Office Supplies,Storage,52
2017-11-03,Technology,Accessories,285
2017-11-03,Technology,Copiers,960
2017-11-03,Technology,Phones,361
2017-11-04,Furniture,Tables,524
2017-11-04,Office Supplies,Appliances,167
2017-11-04,Office Supplies,Art,4
2017-11-04,Office Supplies,Binders,17
2017-11-04,Office Supplies,Labels,29
2017-11-04,Office Supplies,Paper,10
2017-11-04,Office Supplies,Storage,247
2017-11-04,Technology,Accessories,167
2017-11-04,Technology,Machines,8000
2017-11-04,Technology,Phones,1504
2017-11-05,Furniture,Chairs,128
2017-11-05,Furniture,Furnishings,101
2017-11-05,Furniture,Tables,166
2017-11-05,Office Supplies,Binders,194
2017-11-05,Office Supplies,Paper,377
2017-11-05,Office Supplies,Storage,244
2017-11-05,Technology,Accessories,551
2017-11-05,Technology,Phones,593
2017-11-06,Furniture,Chairs,577
2017-11-06,Furniture,Furnishings,68
2017-11-06,Furniture,Tables,2037
2017-11-06,Office Supplies,Appliances,500
2017-11-06,Office Supplies,Art,20
2017-11-06,Office Supplies,Binders,20
2017-11-06,Office Supplies,Envelopes,15
2017-11-06,Office Supplies,Labels,41
2017-11-06,Office Supplies,Paper,561
2017-11-06,Office Supplies,Storage,323
